symbol,display_symbol,canonical_symbol,meaning,meaning_len,alt_meaning_count,source_row_count
DUVAR SEMERİ,Duvar Semeri̇,duvar semeri̇,"Bir kimsenin rüyada duvarın semerini görmesi, izzet ve şerefe delâlet eder. Rüyada duvarcı görmek ise, mevki ve makamın yüksekliği ile tâbir olunur. Yapılan duvarın aniden yıkıldığını görmek, malın elden çıkacağına işarettir. Duvar kâğıdı görmek, zinete ve evdeki bolluğa delâlet eder.",285,1,2
DÖVÜCÜ VE UFALTICI,Dövücü Ve Ufaltici,dövücü ve ufaltici,"Bir kimsenin rüyada dövücü ve kırıcı görmesi, döküntülerin delâlet ettiği şeyi ıslah etmeye alâmettir. Bir sebebe binaen ufaltılan her şey, rahata, şer için kazanca, düşmanlığa veya iyiliği ümit edilen şeylerin fesadına delâlet eder. Rüyada dövücü ve kırıntı eşya sahiplerini görmek, dünyalarını dinlerine tercih eden kimselere işarettir.",338,1,2
DÖĞMEK VE DARP,Döğmek Ve Darp,döğmek ve darp,"Rüyada dövüldüğünü görmek, ele geçecek paraya delâlet eder. Cabirü'l-Mâğribî demiştir ki: Rüyada birisinin kendisini dövdüğünü ve fakat dövenin kim olduğunu ve ne sebeple dövdüğünü bilmediğini görmek, hayır ve menfaate ve yeni elbiseye delâlet eder. Rüyada bir ölünün kendisini dövdüğünü görmek, seferde bulunan biri için fayda ve menfaate işarettir. Kendisinin bir ölüyü dövdüğünü görmek, dinin kuvvetine işarettir. Yine rüyada bir ölüyü dövdüğünü ve ölünün de bu hale razı olduğunu görmek, o ölünün ahiret hayatında halinin iyi ve selâmette olduğuna delâlet eder. Rüyada eli ve ayakları bağlanmayarak kamçı ile dövüldüğünü görmek, haram mal toplamaya delâlet eder. Eğer darp esnasında vücuttan kan çıkarsa, dövülen kişi, dövenden o miktar menfaat görür.",755,1,2
DÖŞEMECİ,Döşemeci̇,döşemeci̇,"Kişinin rüyada döşemeci görmesi, kadın işlerini yapan ve onları süsleyen âdâma veya köle simsarına işarettir.",109,1,2
DÖŞENMİŞ TAŞ,Döşenmi̇ş Taş,döşenmi̇ş taş,"Rüyada kaldırım taşının zaruri olan yerlere döşenmiş olduğunu görmek, ülfete, birliğe, genişliğe, keder ve üzüntülerin dağılmasına, rızka ve elbiseleri yenilemeye alâmettir. Yine rüyada, mermer taşının yerine adi kaldırım taşının konduğunu görmek, rütbelerin, hanımların, bineklerin yerlerin ve geçimin değişmesine delâlet eder.",328,1,2
DÜDÜK,Düdük,düdük,"Bir kimsenin rüyada düdük çaldığını görmesi, hayırlı ve sevinçli bir habere delâlet eder. Düdük sesini işitmek ise ölüm haberidir. Denilmiştir ki: Bir kişi rüyada elinde ney, kaval ve zurna gibi oyun aletlerinden bir şey olduğunu ve parmaklarını onların perdelerine koyduğunu görse, o kimse Kur'ân-ı Kerim'i öğrenir ve okuduğu şeyi bilir. Yine o kimseye sultan tarafından, zikredilen çalgı aletlerinden bir şeyin verildiğini görse, memuriyete nail olur, fitnelerden kurtulur. Takva yolunu seçer ve halktan uzaklaşarak münzevî bir hayat yaşar.",542,1,2
DÜKKAN,Dükkan,dükkan,"Bir kimsenin rüyada dükkan görmesi: Hanımı, çocuğu, malı, hayatı, makamı ve bineği ile tâbir olunur. Bu sebeple rüyada dükkanının yıkıldığını görmek, boşanmaya delâlet eder. Veya çocuğu ondan ayrılır. Hasta ise ölüm vaki olur. Rüyada dükkanın hoş, yeni ve güzel olduğunu görmek, bekâr biri için evlenmeye; evli için çocuğu olmaya işarettir. Hasta kimsenin yeni ve hoş bir dükkan görmesi, şifa ile tâbir edilir ve ömrünün uzunluğuna delâlet eder. Cafer-i Sâdık (r.a.) demiştir ki: Rüyada dükkan görmek altı şekilde tâbir olunur: a) Zevce, b) Güzel geçim, c) Yüksek makam, d) İyi ve makbul işler, e) Yükseklik, f) Zafer... Rüyada bir dükkanda oturduğunu görmek, hayır ve berekete işarettir. Dükkanın yıkıldığını görmek, ana baba veya zevcenin hastalığına delâlet eder. Rüyada kendi dükkanını süpürdüğünü görmek, dükkanda meydana gelecek değişikliğe işarettir. Dükkanın kapısını kırdığını görmek de aynıdır. Bir kimsenin rüyada dükkanın kapılarının kapalı olduğunu görmesi, işlerin durgunluğuna ve ticarete mani hallerin meydana gelmesine delâlet eder. Bazı kere de dükkanın kapılarının kapatılmış olarak görülmesi, sahiplerinin ölümüne, isim ve şöhretlerinin silinmesine delâlet eder. Buna mukabil, dükkan kapılarının açılmış olarak görülmesi, dükkan sahiplerine ticaret ve rızık kapılarının açılmasına alâmettir. Bazı kere de dükkan rüyası: Ana babaya işarettir. Çünkü ana baba, insanın varlığına ve yaşamasına sebeptirler. Yine rüyada dükkan görmek, rüya sahibinin ilmine, nasibine, rızkına ve sesine delâlet eder. Kirmani demiştir ki: Rüyada bir dükkanda oturduğunu gören hayır ve nimete kavuşur. Rüyada bir dükkan aldığını görmek, izz ü şerefe işarettir. Satmak da bunları zayi etmek demektir. Rüyada bir kimsenin kendi gayretiyle dükkan yaptığını görmesi, âli bir makama delâlet eder. Rüya sahibi zengin ise malı artar, fakir ise zengin olur. Rüyada bir dükkan kiraladığını görmek, ele geçecek mirasa delâlet eder. Dükkandan çıktığını görmek, aile fertlerinden bir kimsenin evleneceğine işarettir.",2000,1,2
DÜLGER,Dülger,dülger,"Rüyada dülger görmek, insanlara ilim ve edep öğreten meşhur bir edibe delâlet eder. Bazı kere de dülger görmek, mahalle mektebi muallimine işarettir.",149,1,2
DÜMBELEK,Dümbelek,dümbelek,"Kişinin rüyada dümbelek görmesi, hayırlı ve sevinçli bir habere alâmettir. Veya uzaktan gelecek bir yolcuya delâlet eder.",121,1,2
DÜMEN,Dümen,dümen,"Bir kimsenin rüyada gemi dümeni görmesi, ilme ve doğru olarak itimat edilecek bir şeye işarettir. Yine bir dümeni idare ettiğini görmek, büyük işler başarmaya delâlet eder.",172,1,2
DÜNYA,Dünya,dünya,"Rüyada dünyayı görmek, kadına işarettir. Nitekim kadını görmek de dünyaya delâlet eder. Bir kimsenin rüyada dünyayı terkettiğini görmesi, zevcesini boşamak ile tâbir olunur. Çünkü dünyadan ayrılan kimse zevcesinden de ayrı düşmüş olur. Rüyada bütün dünyanın helak olduğunu ve kendinden başka hiç bir kimsenin kalmadığını görmek, gözlerin kör olacağına delâlet eder! Bazı kere de dünya rüyası, oyun ve oyuncağa, hilelere, ahdi bozmaya, güçlük ve çetinliğe ve sözünden dönmeye delâlet eder. Çünkü dünya oyun ve eğlenceden ibarettir. Yine rüyada dünyayı görmek, zevceye, mala, çocuğa, ziraata ve onda ticaret yapıp fayda elde etmeye, iyilik ve ondan faydalanmaya alâmettir. Bazan da dünya, yolcu için konağa, yıkık eve ve alçak bir kadına işarettir. Hasılı dünya, üzerinde ne işler dönüyorsa, dünya rüyası da onlara delâlet eder. Hastalık, ağrı, sızı, sıkıntı, üzüntü, zillet ve daha neler neler. Rüyada dünyaya sırtını çevirdiğini görmek, takva ve zühd ile tâbir olunur ki, takva ve zühd ehli dünyaya değer vermez. Denilmiştir ki: Bazı kere de dünyayı görmek, Kur'ân-ı Kerim'e delâlet eder. Çünkü Kür'ân-ı Kerim, dünyanın hallerinden haberler verir.",1147,1,2
DÜRMEK,Dürmek,dürmek,"Bir kimsenin rüyada birşeyi durduğunu görmesi, affa, Öfkelerini yutanlara, yiyeceğin elden gitmesine ve ecele alâmettir.",120,1,2
DÜZENLENMİŞ YER,Düzenlenmi̇ş Yer,düzenlenmi̇ş yer,"Bir kimsenin rüyada bir dağı ve bir tepeyi herhangi bir düzeltici olmaksızın, kendi kendine düzlenmiş olarak görmesi, isim veya eserin yok olmasına, bazı kere de verdiği sözü yerine getirmeye delâlet eder. Şunu hemen ifade edelim ki, her şeyin en doğrusunu Allahu Teâlâ bilir. Rüyaların gerçek olması için günahlardan sakınmak ve Allah'a kulluk etmek gerekir. Hem her görülen rüya da çıkacak diye bir şey yoktur. Zaten rüyalar hep gerçekleşse dünya gülistana dönerdi. Allah'a dayan ey kul, süpür yürekten gamı, Ben dağlara dayamam, Rabbim varken arkamı!",553,1,2
DÜĞME,Düğme,düğme,"Rüyada düğme görmek, iffet ve sağlam pazarlığa delâlet eder. Bazı kere de düğme görmek, rızık ve mal ile tâbir olunur, Bekâr bir adamın rüyada düğme iliklediğini görmesi, yakında evleneceğine işarettir. Rüyada düğme, düğme ipliği, bardak ve ibrik gibi şeylerin kulpu erkek ve dişiye alâmettir. Rüyada düğme diken kişiyi görmek, nikah memurunun delâlet ettiği şeye, bazı kere de ihtiyaç sahipleri için güçlüğe ve meşakkate delâlet eder.",435,1,2
DÜĞÜM VURMAK,Düğüm Vurmak,düğüm vurmak,"Rüyada gömleğinin eteğinde veya yeninden bir düğüm düğümlediğini görmek, ticaret akdetmeye alâmettir. Bir ip üzerine düğüm vurmak, dinin sağlamlığına; mendil üzerine düğüm vurmak hizmetkâr sahibi olmaya, donuna düğüm vurmak da izdivaca delâlet eder. Rüyada düşmesinden veya kaybolmasından korkulan bir şey üzerine düğüm vurup bağladığını görmek, hayır ve iyiliğe işarettir. Yine bir hayvanı yuvalarından veya dizinden bağlamak da hayır ile tâbir olunur. Rüyada herhangi bir şeyi düğümlemek, nikâh kıymaya ve inciden gerdanlığa delâlet eder. Rüyada urgana düğüm vurmak, borca, mendile düğüm vurmak, bir hizmetçiden fayda görmeye, dona düğüm vurmak, nikâh bağına, ipliğe düğüm vurmak, memuriyet veya ticaret ve evlendirmek gibi arzu ettiği bir şeyi kuvvetlendirmeye alâmettir. Rüyada, düğümlemeye çalıştığı bir şeyi düğümleyememek, işlerin güçleşmesine delâlet eder. Düğümlenmiş bir şeyi çözmek ise, arzu ettiği şeyi çözmeye işarettir.",933,1,2
DÜĞÜM ÇÖZMEK,Düğüm Çözmek,düğüm çözmek,"Bir kimsenin rüyada düğüm çözdüğünü görmesi, yahut katı bir cismi yerinden ayırması, rızka ve güçlüğünden korktuğu bir şeyin kolaylaşmasına delâlet eder. Bazı kere de rüyada düğüm çözdüğünü görmek, sihri iptal etmeye işarettir.",227,1,2
DÜĞÜN,Düğün,düğün,"Kişinin rüyada düğün görmesi, üzüntü ve kederin gitmesine ve yüksek bir rütbeye delâlet eder. Ebu Saidü'l-Vaaz demiştir ki: Rüyada düğün görmek, düğün sahibi için musibete işarettir. Düğüne davetli olan için, yemek olmadığı halde sürür ve ferahtır. Ibn-i Kesir de demiştir ki: Rüyada düğün görmek, cenaze ile tâbir olunur. Kendinin düğünü yapıldığını görenin kariben cenaze merasimi yapılır. Rüyada bir hastanın evinde düğün olduğunu görmek, o hastanın vefatına delâlet eder.",475,1,2
DÜŞMAN,Düşman,düşman,"Kişinin rüyada düşman tarafından bir şey ile korkutulması, hayra ve iyiliğe delâlet eder. Rüyada düşmanına öğüt verdiğini görmek, düşmanın hainliğine ve hilekârlığına delâlet eder. Nablusî demiştir ki: Rüyada düşman görmek, rüya sahibinin inatçı ve kendisine muhalif kimseler üzerine kadrinin yüksek olduğunu, Allahu Teâlâ tarafından teyit edilmesine ve düşmanlarına galip gelmesine delâlet eder. Bir kimse rüyada birisinin kendisine düşmanlık yaptığını görse, o kişi ile dost olur. Rüyada düşman atlarının bir şehir veya kasaba etrafında koştuklarını görmek, oraya yağacak yağmura veya gelecek sele delâlet eder. Rüyada düşmanın yüzünü tam görmek, bir düşmanla barış yapmaya alâmettir. Yine düşman, zafere, yardıma ve Cenâb-ı Hakkın teyidine delâlet eder. Rüyada düşmanını esir ettiğini görmek, şiddetli üzüntü ve büyük kederdir. Rüyada düşmandan kaçtığını görmek, bulunduğu ahlâkın kendisinden gitmesine işarettir. Rüyada düşmanı muhasara ettiğini görmek, müşrikler üzerine galip gelmeye, onları enseleyip helak etmeye delâlet eder. Bazı kere de kabızlık sebebiyle hastalığa delâlet eder.",1090,1,2
DÜŞMANLIK,Düşmanlik,düşmanlik,"Ebu Saidü'l-Vaaz demiştir ki: Rüyada biriyle kendi arasında düşmanlık ve adavet olduğunu görmek, o kimse ile dostluk ve muhabbetin husulüne delâlettir. Bir kimsenin rüyada Allah'ın düşmanlarına düşman olduğunu görmesi, imana; onlara muhabbet etmek ve onlarla dost olmak ta, Allah'ın, kitabına ve Resulü'nün sünnetine muhalefet edip yüz çevirmeye delâlet eder. Yine rüyada bir başka insana karşı düşmanlığını açıkça ilân etmek, o insanla dostluğa işarettir. Bazı kere de düşmanlık gizli şeyleri aşikâr etmeye alâmettir. Rüyada büyük bir zat ile düşmanlıkta bulunduğunu görmek, kalb sevincine ve sırtın kuvvetliliğine delâlet eder.",629,1,2
DÜŞMEK,Düşmek,düşmek,"Bir kimsenin rüyada yüksek bir yerden aşağıya düştüğünü görmesi, iyilik ve hayırdan şerre düşmeye işarettir. Denilmiştir ki: ""Rüyada üstüne birinin düştüğünü görmek, düşmanın ona zaferine; dağ ve duvar gibi yüksek bir yerden düştüğünü görmek, murad ve maksudunun yerine gelmemesine, bir darbe tesiriyle düştüğünü görmek, bela ve musibete; ayağı kayıp düştüğünü görmek de, felâkete giriftar olmağa delâlet eder."" Kirmanî demiştir ki: Rüyada yüzü üstüne düştüğünü görmek (eğer secde için değilse) hayır ve iyilik değildir. Damdan, duvardan, ağaçtan, dağdan ve bunlar gibi yerden düştüğünü gören kimse, murad ve maksuduna eremez. Dininde kuvvetli ve kavi olmayan birinin rüyada düşmesi, günaha ve fitneye delâlet eder. Rüyada düşmek, düştüğü yerin durumuna göre mânâ ifade eder. Mesela: Düşülen yer çimenlik ve yeşillik veya salih kimselerin toplandığı bir yer ise hayra delâlet eder. Düşülen yer harabe ve yırtıcı hayvanların içerisi ise, bu rüyada hayır yoktur ve akıbetin kötü olacağına işarettir. Rüyada bir damdan düşüp elinin veya ayağının kırıldığını görmek, nefse, mala ve dosta gelecek bir musibete alâmettir. Rüyada ayağı kayıp düşmek de haram mala delâlet eder.",1169,1,2
DİBEK,Di̇bek,di̇bek,"Bir kimsenin rüyada dibek görmesi, kadına delâlet eder. Dibekte bir şey dövdüğünü görmek, izdivaç ile tâbir olunur. Nablusi demiştir ki: ""Rüyada taş dibeği görmek, kolaylıkla ıslahedemediği malı, zahmet ve meşakkat çekerek ıslah eden kişiye delâlet eder."" Rüyada dibek görmek bazı kere de ihtiyaçları gidermeye ve işleri kolaylaştırmaya işarettir.",347,1,2
DİCLE NEHRİ,Di̇cle Nehri̇,di̇cle nehri̇,"Bir kimsenin rüyada Dicle nehrini görmesi veya nehirden su içtiğini görmesi, temiz ve helâl rızka, gayret ve ihtimam içinde çalışmaya delâlet eder.",147,1,2
DİKEN,Di̇ken,di̇ken,"Kişinin rüyada diken görmesi, fitneye, haşin ve şiddetli bir adama delâlet, eder. Rüyada deve ve bir başka hayvana dikenli otlar yedirdiğini görmek, o hayvan yüzünden zarara uğramağa, keder ve üzüntüye düşmeğe delâlet eder.",223,1,2
DİKİŞ DİKMEK,Di̇ki̇ş Di̇kmek,di̇ki̇ş di̇kmek,"Rüyada dikiş diktiğini görmek, dost ve akraba arasında mevkinin artacağına ve helâl mala delâlet eder. Dikiş diken bir kimseyi görmek ise, işlerde yardımcıya işarettir.",168,1,2
DİL,Di̇l,di̇l,"Dünyada hazine gibi muhafaza edilmeye en çok muhtaç olan şey insanın dilidir. Bu sebeple rüyada görülen dil, sahibinin tercümanı ve işlerini yürütendir. Rüyada dilini hareket ettirdiğini görmek, hata ile tâbir olunur. Sükut eden selâmet bulur, fakat susanlar pek azdır. Rüyada biri ile münakaşa yaptığını ve dilinin uzun olduğunu görmek, hayasızca söz söylemeğe delâlet eder. Bir kimsenin rüyada dilinde siyah kıl bittiğini görmesi, hemen zuhur edecek bir şerre, beyaz kıl bittiğini görmesi de, sonradan çıkacak bir şerre alâmettir. Bazı kere de dil görmek, kemâl, güzellik, delil, gidişat ve şöhrete delâlet eder. Rüyada devlet reisi dilinin kesildiğini görse, bu rüya, ona tercüman olan kimsenin ölümüne delâlet eder. Mahkemesi olan kimsenin rüyada dilinin kesildiğini görmesi, delillerinin boşa çıkacağına ve mahkemeyi kaybedeceğine delâlet eder ve o zat kahra uğrar. Evli bir adamın rüyada hanımının dilinin kesildiğini görmesi, o hanımın iffetli ve mesture bir kadın olduğuna işarettir. Tersine, hanımın rüyada efendisinin dilinin kesildiğini görmesi, hanımın ona şaka yapmasına alâmettir. Rüyada dilinin çenesine yapıştığını görmek, hakkı veya kendisine bırakılan bir emaneti inkâr ile tâbir olunur. Yine rüyada dilinin iki parça olduğunu görmek, yalancılık ile tâbir edilir. Rüyada kendi dilini kaybettiğini görmek, memedeki çocuğun ölümüne delâlet eder. Bir âlimin rüyada dilinin kesildiğini görmesi, mücadele ve münazarada mağlubiyete alâmettir. Bazı kere de o âlimin hizmetçisi veya talebesi ya da çocuğu ölür. Rüyada dilinin kaybolduğunu görmek, kendisine, çoluk çocuğuna, akrabalarına yahut komşularına gelecek bir musibetten dolayı düşmanın sevinç ve sürür duymasına delâlet eder. Rüyada birisine dilini çıkardığını görmek, halk arasında alaya maruz kalmaya alâmettir. Bir şairin rüyada dilinin kesilmesini görmesi, onu kesen kimse tarafından gelecek mala ve nimete delâlet eder. Nablusî (rh.a.) demiştir ki: “-Bir adam rüyada kendisinin ini olduğunu ve o inde bir arslanı bulunduğunu görse; in, o adamın ağzı, arslan da onun dilidir. İnsanları yemesi ve parçalaması için arsalanını halkın üzerine salıvermesi, diliyle insanlara eziyet etmesine ve onları incitmesine delâlet eder.""",2194,1,2
